rating,rating_raw,date,content
4,★★★★,2000-01-01,"★★★★
Watched by avatar4life 01 Jan 2000
Cute but sooo much years for the second movie.
No likes yet"
4,★★★★,2026-01-19,"★★★★ Rewatched by jen ✧˖° 19 Jan 2026
that damn fox
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by gabi 20 Jan 2026
mt top !
No likes yet"
4,★★★★,2026-01-14,"★★★★ Watched by Dillon 14 Jan 2026
Enjoyed this - Bateman and Idris Elba create aura in any setting.
No likes yet"
4,★★★★,2025-01-05,"★★★★ Watched by noaura 05 Jan 2025
classic.
No likes yet"
4,★★★★,2026-01-20,"★★★★ Rewatched by delinastq 20 Jan 2026
tiger backdancers abi
bence zootropolis daha iyi bi isim bu arada
No likes yet"
,,2026-01-20,"Watched by dididieg0 20 Jan 2026
No me acuerdo la vi hace mucho pero el zorro soy yo
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by fleabag 20 Jan 2026
     ""It's called a hustle, sweetheart."" 🦊🐰
8 likes"
5,★★★★★,2026-01-20,"★★★★★ Watched by emmacharlxtte 20 Jan 2026
The godfather scene had me giggling
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by DarshilxRajawat 20 Jan 2026
A joyous ride of a rollercoaster which take you through multiple emotions, a great friendship, multiple twists n turns (which were too good). Overall a great movie!
RECOMMENDED!
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by zambraprime 20 Jan 2026
Judy Hops Baddie
No likes yet"
5,★★★★★,2017-05-23,"★★★★★ Rewatched by ⋆.𐙚 ̊ 𝖿౿ᥣʑʑ ₍^. .^₎⟆ 23 May 2017
one of my fav disney cartoons! have rewatched it more than 10 timesszszs
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Rewatched by kakuras 20 Jan 2026
J’ai laisser une seconde chance à se film, je comprend asterion…
26 likes"
4,★★★★,2026-01-19,"★★★★ Watched by Sunflower93 19 Jan 2026
It's really unfortunate that this movie is tackling systemic prejudice while presenting a story about a heroic POLICE BUNNY (!?) ACAB but yeah also cute and happy to see that the youth are getting something other than the usual prince-princess stories nowadays
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by rivvey_17 20 Jan 2026
favourite movie!
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by nana GOSONG 20 Jan 2026
jokes rabbit breedingnya banyak banget ya wok
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by Riley 20 Jan 2026
true cinema
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by dacrelodicakes 20 Jan 2026
halloween costume idea for me and my girlfriend (still hiring)
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Lb.isaax 20 Jan 2026
Essa deve ser a animação mais complexa, real e com uma história REALMENTE foda que eu já vi. Claramente pode-se botar uma questão racial nesse filme, analogia aos humanos, tem uma investigação muito boa com protagonistas muito complexos. Simplesmente CINEMA. O plot é MUIIIIITOOOOOO bom
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by awegueti 20 Jan 2026
I liked it. I think it a movie with a deep meaning behind (although it's a kid's movie)
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by Ruby 20 Jan 2026
ATE
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by DakkaDon 20 Jan 2026
Such a structurally tight script, everything moves at the right pace with the right amount of setup and structure. It all works, and the combination of crisp writing with animal puns and a sort of 'disneypunk' urban aesthetic comes together great.
1 like"
5,★★★★★,2026-01-20,"★★★★★
Watched by neonlunaur 20 Jan 2026
Hehehe Nick Wilde... hehehe
Aight so moving to the review, as a kid (even adult, duh) the plot is really interesting and the plot twist is twisting iykwim. I like the love-hate dynamic between Judy and Nick and the story is just so alive that I feel like I am also in the movie
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Rewatched by ruby 20 Jan 2026
watched with my aunt who had (criminally) never seen it before, safe to say she now knows ball
No likes yet"
4,★★★★,2026-01-20,"★★★★
Rewatched by Silas Agerholm 20 Jan 2026
Gav den her film 2 stjerner førhen. Hvor var jeg dog en kedelig fyr dengang. Den er jo pisse god. Altså glæder mig til at se 2’eren. Simpelthen sådan en god film den her og shakira har lavet en banger til den.
1 like"
3,★★★,2026-01-20,"★★★ Watched by sabdos 20 Jan 2026
Starting off new movie tuesdays with this nonsense
No likes yet"
,,2026-01-20,"Watched by anastasia_lz 20 Jan 2026
Σμασ Νικ..απλά.φτιαχτε τα
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by shaky 20 Jan 2026
lucuyajudynick
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Amaryllism 20 Jan 2026
SUKAKKKKKKKKK
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Eve Oliveira 20 Jan 2026
EU ME APAIXONEI POR UMA RAPOSA???
Simplesmente OBCECADA, assisti inúmeras vezes - pra mim aquilo foi um ENORME pior twist
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by Pelmo 20 Jan 2026
It's always the rich.
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by Артем Криушов 20 Jan 2026
очень взрослый мультфильм – много отсылок, динамичный, красивый, полно разных локаций и милые герои также присутствуют. затрагиваются важные темы. оценка – твёрдые 4 балла, а то и 4,5
No likes yet"
4,★★★★,2024-05-13,"★★★★
Watched by Via Keats. 13 May 2024
Furi Indonesia solid solid solid
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by asrnotacritic 20 Jan 2026
bagus aja
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by ketua mapia 20 Jan 2026
kecil kecil cabe rawit
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by qodle 20 Jan 2026
L'un de mes films préférés ALL TIME
No likes yet"
4,★★★★,2026-01-19,"★★★★
Watched by SoulessPlatypus 19 Jan 2026
Considering starting a howl in Walmart
1 like"
5,★★★★★,2026-01-19,"★★★★★
Rewatched by Noémie’ 19 Jan 2026
Mon disney pref je pense
No likes yet"
4,★★★★,2026-01-19,"★★★★ Watched by cerrz 19 Jan 2026
ikinci filmi gelene kadar varlığından dahi haberimin olmadığı bir animasyon. ikiyi sinemada izleyebilmek için izledim ve gayet beğendim sürükleyiciydi izlerken sıkılmadım ama bişeyler eksikti sanki bayılmadım da benim bipolarlık...tilkinin karizması için izlenebilir hahshahsd
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½
Rewatched by mrw0rldw1de 20 Jan 2026
it’s so peak
No likes yet"
2.5,★★½,2026-01-20,"★★½ Rewatched by eden 20 Jan 2026
Mid
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by nehirnazs 20 Jan 2026
Disneyin en iyi animasyonlarından biri olabilir ya aslında bütün animasyonları çok iyi ama bu başka yani bilmiyorum judy ve Nick’in uyumu efsane zaten
1 like"
4,★★★★,2026-01-18,"★★★★ Rewatched by pyrared 18 Jan 2026
Rewatch with the toddler, but man this movies is just amazing
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by azzeeeazzeee 20 Jan 2026
i still want to marry Nick. 😤
No likes yet"
4,★★★★,2026-01-16,"★★★★ Rewatched by S_Greg 16 Jan 2026
Uma aula de como fazer uma animação para todos! Agrada os pequenos com suas cores, cenas divertidas e personagens carismáticos e fofos. E para os adultos temos um mundo criativo e inventivo, que serve de palco para uma história sobre preconceitos e o poder da amizade e parceria. E dentro de tudo isso ainda sobra espaço para um intrigante filme de investigação. Um jovem clássico Disney!
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Watched by RafiFlarey626 19 Jan 2026
Idk what is the weirdest thing this movie got me thinking about after watch. The multiple amount of questions I had for this world about how sex works for them, or the fact Bellwether feels like she was a foreshadow on Kristi Noem.
This was a good movie tho, a true simple classic from 2010s Disney.
7/10(Bunny Cop)
No likes yet"
2.5,★★½,2026-01-19,"★★½ Watched by verigayo 19 Jan 2026
Judy Hopps uses white women tears to get away with racial profiling.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by rogerladeb 20 Jan 2026
L’apogée du cinéma
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by alexbdy 20 Jan 2026
Le lapin … SMASHHHHHHHHHHHH
No likes yet"
4.5,★★★★½,2026-01-18,"★★★★½ Watched by Eau Riz Âne 18 Jan 2026
je retire tous les préjugés que j’ai un jour eu sur ce film parce que c’était trop trop bien
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by nessa76_ 20 Jan 2026
Superwitzig!
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½
Watched by tekelbayi 20 Jan 2026
özellikle herşeyin ilkinin guzel olduğunu dusunen biriyim gelişme bilimleri beni çok etkiledi ve her zamanki gibi sonunda birbirlerinin ne kadar onemli olduklarını fark ettikleri için buyulendim kesinlikle o şehirde yasamaknisterfim
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by marthacass 20 Jan 2026
I love this film it’s actually good and it suprises u
No likes yet"
2.5,★★½,2026-01-20,"★★½ Watched by Elios 20 Jan 2026
Je bande sur Nick
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by casey 20 Jan 2026
yeah they want each other bad
No likes yet"
5,★★★★★,2026-01-19,"★★★★★
Rewatched by ievamil 19 Jan 2026
It’s called a hustle, sweetheart
No likes yet"
4,★★★★,2026-01-19,"★★★★
Rewatched by Beth 19 Jan 2026
sorry this film is hilarious
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by mathilarsson 20 Jan 2026
Bästa barnfilmen
No likes yet"
4,★★★★,2026-01-19,"★★★★ Watched by 420gmoney666 19 Jan 2026
1
Low….lowk…..lowkir…..lowkirkenuinely……….
5 likes"
3,★★★,2026-01-20,"★★★ Watched by KB2481 20 Jan 2026
영화 <주토피아>는 무대 위, 연극으로 시작한다. 연극을 통해 주토피아가 어떤 곳인지를 관객에게 영리하게 전달한다. 연극의 내용을 한 단어로 요약하자면, 주토피아는 곧 유토피아라고 해석할 수 있겠다. 모두가 평화롭게 화합하는 천국.
그리고 이어지는 장면을 통해, 관객은 주디의 힘찬 포부를 통해, 주디의 꿈과 소망이 무엇인지 알게 된다. 관객은 그때부터 주토피아는 곧 “꿈의 공장인 헐리우드”라고 유추할 수 있게 된다. 꿈과 환상이 이루어지는 곳. 아니 꿈과 환상을 파는 곳. 헐리우드, 그리고 “디즈니”.
주디의 원대한 계획은 드디어 현실이 된다. 그녀의 피나는 노력과 집념은 드디어 그녀가 그토록… more
No likes yet"
5,★★★★★,2026-01-19,"★★★★★
Watched by spejic 19 Jan 2026
There's never been a rabbit on the cosmopolitan Zootopia city police force, but Judy Hopps has three big advantages - supreme agility, quick thinking, and a never-say-die attitude. Graduating at the top of her academy class, and with a little help from the mayor's request to increase diversity on the force, Judy becomes their latest recruit. But Chief Bogo, who isn't impressed by anything, is even less impressed by a rabbit on the force, and has Judy on parking ticket… more
1 like"
3,★★★,2026-01-20,"★★★ Watched by Jelena 20 Jan 2026
Good
No likes yet"
4,★★★★,2026-01-19,"★★★★
Rewatched by sarahlynnrm 19 Jan 2026
#yes
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by anniemayp 20 Jan 2026
Why was this plot so fire , shakeria ate her song
No likes yet"
4,★★★★,2026-01-19,"★★★★ Watched by noxlmn 19 Jan 2026
Toujours un plaisir de regarder ce dessisn animé. Je trouve que les détails pour rendre l'environnement adapté à tous les animaux sont fous ! La palette de couleurs pète et rend heureux, les voix associés sont juste et parfois hilarantes !
L'histoire permet de croire en ses rêves et de ne jamais abandonner, même quand on est au plus loin de ses objectifs. Quand on veut vraiment et qu'on se donne les moyens, on réussi forcément à faire des grandes choses et à réaliser ses rêves !
J'ai pas chialée mais j'étais vraiment bien dedans !
No likes yet"
3.5,★★★½,2026-01-18,"★★★½
Watched by Aditya Itankar 18 Jan 2026
I mean there's hardly anything new.. in terms of story.
But the references..!! They nailed it on those.
Also the use of metaphors and parallels with real world.. is what made it this good film.
One particular emotional scene (for me).. (I didn't cry) and there were several moments to have a good laugh.
It's short but it definitely took time to get going.. and yes there were few okayish scenes in terms of logic.
Overall a solid animated film. Looking forward to watch Part 2.
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Watched by ssadie_rose 19 Jan 2026
5 star. ⭐️⭐️⭐️⭐️⭐️
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by yielo_o 20 Jan 2026
that fox is my boyfriend
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by andycobain 20 Jan 2026
felt very 2016 watching this 😳
acab
6 likes"
4,★★★★,2026-01-20,"★★★★ Rewatched by kayla arnold 20 Jan 2026
acab includes judy hopps fr
1 like"
4,★★★★,2026-01-19,"★★★★ Watched by grifgrif 19 Jan 2026
definitely should not have made out to this in theaters with my high school girlfriend
3 likes"
5,★★★★★,2026-01-19,"★★★★★ Watched by Jacqueline 19 Jan 2026
The breaking bad reference
No likes yet"
5,★★★★★,2025-11-30,"★★★★★
Rewatched by melzi 30 Nov 2025
first date core.
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Rewatched by kadyntw2723 19 Jan 2026
Amazing animation, love the creativity in how the animals live, the popsicle hustle especially. Solid movie focused on living the dream and creating and mending friendships, however this movie wasn’t as good as I remembered.
1 like"
3.5,★★★½,2026-01-20T06:58:51.949Z,"★★★½ Added by Kat 20 Jan 2026
I unironically heavily relate to Nick Wilde
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by phosphorusya 20 Jan 2026
rasis pisan orang orang teh ke kelinciii, akhirnya sang kelinci membuktikan bahwa ia bisa memecahkan kasus tersembunyi dari kotaa zootopia
No likes yet"
3,★★★,2026-01-19,"★★★ Rewatched by cijay 19 Jan 2026
a mess but also.. entertaining.... funslop
No likes yet"
4,★★★★,2026-01-19,"★★★★ Rewatched by gabriel 19 Jan 2026
mayor lionheart and chief bogo take me to whatever version of paris yall have in the land of zootopia
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by awpit 20 Jan 2026
rill definisi serigala berbulu domba
No likes yet"
2.5,★★½,2026-01-20,"★★½ Watched by tayshaunabenirr 20 Jan 2026
Biggest plot twist of 2026
No likes yet"
4,★★★★,2026-01-18,"★★★★ Watched by kitty 18 Jan 2026
1
there’s a scene during the shrew wedding where nick takes a bite of a ridiculously tiny dessert with an equally ridiculously small fork then nods his head in approval and by god if there’s a funnier scene in cinema i am not aware of it.
No likes yet"
4,★★★★,2016-03-17,"★★★★ Watched by abywtheswaggy 17 Mar 2016
Went to watch this movie w my whole family and even my aunt and cousin. Loved it. Nick still my crush like what and the plot twist I didn’t have enough brain cells bc I was 10 when it came out so it blow my mind
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Watched by Kozzy 19 Jan 2026
fire movie
No likes yet"
4,★★★★,2026-01-20T06:26:35.323Z,"★★★★ Added by John Movies 20 Jan 2026
Awesome for the first 3/4
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½
Watched by maxlopzc 20 Jan 2026
el miedo siempre funciona
es su palabra contra la suya
top 3 de pixar sin chance
No likes yet"
2.5,★★½,2026-01-19,"★★½ Watched by larissso 19 Jan 2026
Screw this bunny fr. ACAB! ACAB! ACAB! other than that it was entertaining and I do love Jason Bateman even in fox form he can make me giggle. I will not knock the writing as the godfather scene was so paw some.
1 like"
4,★★★★,2026-01-19,"★★★★ Watched by Johanna 19 Jan 2026
Very cute, loved the world and the scale changes for the different sized animals. Unfortunately ACAB includes bunnies.
1 like"
5,★★★★★,2026-01-20,"★★★★★ Watched by z_za 20 Jan 2026
kalian kalau disitu mau jadi hewan apa?, aku mau jadi
No likes yet"
3.5,★★★½,2026-01-19,"★★★½
Watched by Jared 19 Jan 2026
I’m not in love with this story, but the jokes are sharp, and I was really impressed with how packed full of life this world is! Every new neighborhood was teeming with details I wanted to know more about. I got the sense that the people who made this movie had a backstory in mind for every character who entered the frame. My kids loved it and we’re all excited to see the second one. Judy and Nick should quit being cops and just become full time popsicle hustlers, though.
1 like"
4,★★★★,2026-01-20,"★★★★ Watched by kras 20 Jan 2026
they’re so jake and amy
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by kabouche 20 Jan 2026
L'etats-unianisme mental le plus dégénéré mais mignon cependant
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by Nesc13NT 20 Jan 2026
OT WAS A RLLYYY GOOD KIDS MOVIE WITH PLOT TWISTS AND COOL CONCEPTS (how animals r going savage)
plusss i like the art style
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½
Rewatched by allonsythornrax 20 Jan 2026
I really could watch an entire movie set in the Rainforest District; it's just so pretty!
No likes yet"
3,★★★,2025-12-31,"★★★ Watched by K 31 Dec 2025
Membangkitkan jiwa furi gwech
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by hityya 20 Jan 2026
keren ini wak, plot twistnya dapet banget kagak ada scene yg bikin bosen, anak gede pun pasti suka
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Rewatched by rachel_fox1 19 Jan 2026
If you think Judy Hopps is sexy you’re sick. If you think Nick Wilde is sexy….let’s chat
2 likes"
5,★★★★★,2026-01-19,"★★★★★
Watched by Verónica 19 Jan 2026
ES UNA DE LAS PELÍCULAS MÁS GRACIOSAS QUE HE VISTO EN MI VIDA.
1 like"
5,★★★★★,2026-01-19,"★★★★★ Rewatched by Gill Obradovich 19 Jan 2026
I beleive in my soul that this movie is a masterpiece I love zootopia
No likes yet"
4,★★★★,2026-01-19,"★★★★
Rewatched by Sam “the wizard” Dockham 19 Jan 2026
before disney decided they need 100 jokes per minute
No likes yet"
4,★★★★,2026-01-11,"★★★★ Rewatched by Na_tile 11 Jan 2026
I didn't really like this movie as a kid, but rewatching now I have a new appreciation for it and I think it's quite funny. It has a good plot, with interestinf characters and relationships.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by beleloi 20 Jan 2026
Okay, this movie is great. It shows the ability that ""small"" people can be bigger, and not in the sense of height, but of capacity. I LOVE this movie of passion, it reminds me of my childhood. The animal world is super well done; the case is well directed. Nick's sarcasm makes the movie funny, I love it!!
No likes yet"
5,★★★★★,2026-01-19,"★★★★★
Watched by christinpark 19 Jan 2026
🥥  zoo thumbs up! 🥹
2 likes"
4.5,★★★★½,2026-01-20,"★★★★½ Rewatched by :) 20 Jan 2026
This movie was released 10 years ago?! I REMEMBER SEEING THIS IN THEATRES!
When I tell you I was gobsmacked when my I realised my cousin was born 4 years after this film came out.
Also the breaking bad reference was crazy.
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½
Watched by bella 20 Jan 2026
what up, it’s woolter and jesse back with another episode of breaking baad. the red scare? more like the pred scare.
1 like"
5,★★★★★,2026-01-20T05:22:40.630Z,"★★★★★
Added by livilm 20 Jan 2026
suka konsep kita harus menerima perbedaan 🤪🤪🤪🤪🤪
No likes yet"
4.5,★★★★½,2026-01-19,"★★★★½ Watched by gustrouble8 19 Jan 2026
Las bases ya fueron sentadas;  Solo queda disfrutar esta aventura dentro del universo de Zootopia. 🫶🏻
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by maiiyooo 20 Jan 2026
ga waras gue udah suka sama rubah PADAHAL AKU GA SUKA FURRY WKWKWKWK
No likes yet"
4.5,★★★★½,2026-01-19,"★★★★½ Watched by BeeKnees 19 Jan 2026
Half a point of for bad villan
No likes yet"
3,★★★,2016-08-25,"★★★ Rewatched by Corey 25 Aug 2016
I have seen this movie 27 times. 3 stars
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by monictaylors 20 Jan 2026
La repeti mucho, nunca me canso, es simplemente buena
No likes yet"
4.5,★★★★½,2026-01-19,"★★★★½
Rewatched by Aliss 19 Jan 2026
Judy and Nick are one of the best duos in the world.
No likes yet"
5,★★★★★,2026-01-19,"★★★★★
Rewatched by Rori 19 Jan 2026
This movie was so much better than I remember holy crap. Especially in this day in age where we are litterally watching the world fall apart. It was a nice rewatch and I'm certainly excited for the 2nd one
1 like"
3,★★★,2026-01-19,"★★★ Rewatched by 𝓐˙⋆ 19 Jan 2026
🐰
No likes yet"
4,★★★★,2026-01-19,"★★★★ Watched by jlaupan 19 Jan 2026
10 year later rewatch goes hard. Cute is a slur
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Watched by Alexis 19 Jan 2026
I think it’s funny that this movie is basically a crime thriller
2 likes"
3.5,★★★½,2026-01-19,"★★★½ Watched by Liam Douglas 19 Jan 2026
good time questionable morals
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Watched by duda 19 Jan 2026
jurava q era raiva
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Watched by Tessa 19 Jan 2026
Amazing.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Konignx_37 20 Jan 2026
AMO VER ESSE FILME, ver a judy e o nick sendo amigos é muito bom, esse filme me faz lembrar de quando eu era pequena e sinceramente esse é um sentimento incrível, a crítica é sensacional, o segundo filme não vai superar esse.
No likes yet"
4,★★★★,2026-01-18,"★★★★ Rewatched by Jackasaurus47 18 Jan 2026
Really good pacing and voice acting. I do have problems with it, but I was charmed the whole way through.
No likes yet"
4.5,★★★★½,2026-01-19,"★★★★½
Rewatched by jennyt95 19 Jan 2026
Always a great watch. Good movie to sit and watch with the family.
No likes yet"
4,★★★★,2026-01-19,"★★★★ Watched by vtlanna 19 Jan 2026
amo tanto 🤏🏽
No likes yet"
,,2025-12-23,"Rewatched by t 23 Dec 2025
i forgot so many plot points in this 😭 also the writers didn’t have to go so hard w every animal joke i laughed a lot
No likes yet"
,,2026-01-19,"Watched by taryn27 19 Jan 2026
10000000000000
1 like"
4,★★★★,2026-01-19,"★★★★ Watched by DeepfriedNapalm 19 Jan 2026
Rip Judyhoppslover69
8.5/10
1 like"
,,2026-01-19,"Rewatched by Elsa 19 Jan 2026
C’est typiquement pour ce genre de poster que j’ai payé un abonnement patron sur letterboxd
2 likes"
5,★★★★★,2026-01-19,"★★★★★ Watched by Grace 19 Jan 2026
Elite plane movie
No likes yet"
3.5,★★★½,2025-12-05,"★★★½ Watched by Pedro1812 05 Dec 2025
Fue diferente a lo normal, entretenida poco graciosa, sacando a dash, el mejor personaje. Muy buena la recomendamos
Ese día comimos tacos.
Llovió, cómo casi siempre.
Linda noche.
La vimos en mi casa.
No likes yet"
,,2026-01-19,"Watched by Juan 19 Jan 2026
Yo soy flash todos los dias de mi vida
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by doremich 20 Jan 2026
i am not exaggerating when i say this is the best movie of the century
1 like"
3.5,★★★½,2026-01-19,"★★★½ Watched by churrocigaretts 19 Jan 2026
I’ll be in cøpenhoofen if anyone needs me oh my god
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Watched by MillerHighLife1 19 Jan 2026
This movie is kinda racist
No likes yet"
4.5,★★★★½,2026-01-19,"★★★★½
Rewatched by Optic 19 Jan 2026
A top 5 Disney movie and I'll fight to the death over it.
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Watched by lolairene 19 Jan 2026
Honestly so ahead of its time
No likes yet"
4,★★★★,2026-01-19,"★★★★
Watched by Samuel Reynolds 19 Jan 2026
This review may contain spoilers. I can handle the truth.
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Watched by dylanlololll 19 Jan 2026
Icl it’s fire representation of systemic and just blatant racism. Love how woke disney was ten years ago, we need to get back to that.
Probably would’ve gotten a five star if judy and nick weren’t so weird and freaked out, like i was uncomfortable.
No likes yet"
5,★★★★★,2026-01-19,"★★★★★
Watched by korn 19 Jan 2026
virou um dos meus favoritos estou feliz da vida ao ver essa obra de arre
No likes yet"
3,★★★,2026-01-19,"★★★ Watched by gakater 19 Jan 2026
Bem legal a quantidade de pautas importantes que o filme levanta. 
Mas ainda assim pra mim é um filme muito infantilizado, o que de certa forma não é ruim, mas pro meu gosto pessoal… acho que prefiro assistir animações com um pouco mais de profundidade e peso, mesmo com uma animação leve… deu pra entender… um exemplo de um filme que usa bem isso “Robot Dreams”.
No likes yet"
5,★★★★★,2026-01-19,"★★★★★
Watched by Bavaresco 19 Jan 2026
O melhor né óbvio
No likes yet"
2.5,★★½,2026-01-19,"★★½ Watched by Kapanuckle 19 Jan 2026
Makes me want Arby’s.
Zootropolis is something I honestly would not have watched if 1) Zootropolis 2 wasn’t definitely a front runner for Best Animated Feature this year and 2) my girlfriend hadn’t forced me at gunpoint to watch it. It’s a whatever movie. It went pretty much exactly as to how I thought it would. The world is cute but I seriously don’t understand how the carnivores survive without any sort of meat whatsoever. I’m sure I’m supposed to… more
No likes yet"
5,★★★★★,2026-01-19,"★★★★★
Rewatched by koko_riive 19 Jan 2026
THE BEST MOVIE, la vería todos los días de mi vida es tan perfecta de inicio a fin es todo lo que está bien en este mundo 🌎 ame todo de esta película Nick y Judy ya cojan pliss 🙏
No likes yet"
4.5,★★★★½,2026-01-19,"★★★★½ Watched by Emily 19 Jan 2026
Banger
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by soffffiup 20 Jan 2026
divertidisima
2 likes"
3,★★★,2026-01-18,"★★★ Watched by doublek 18 Jan 2026
Can I get this universe without the constant copaganda? ☹️ the godfather scene got me though. We will try for 2…
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by nyny_ginger 20 Jan 2026
que buena película,judit les rompió el orto a todos lo que no le tenían fé
No likes yet"
4,★★★★,2026-01-19,"★★★★
Watched by aurora! 19 Jan 2026
sly bunny, dumb fox
🦊 
••••
🐰 
i feel so maternal for baby nick wilde & judy hopps
No likes yet"
3,★★★,2026-01-19,"★★★ Watched by addypoldo21 19 Jan 2026
Pretty mid — classic copaganda
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Watched by sofi 19 Jan 2026
me encanta súper divertida super linda super cute super todo
No likes yet"
4.5,★★★★½,2026-01-19,"★★★★½
Rewatched by evangeline feliz 19 Jan 2026
this move holds up really well but unfortunately i could not stop thinking about ""i will survive""
No likes yet"
4,★★★★,2026-01-18,"★★★★ Watched by GuilhermeFL 18 Jan 2026
Os bichos são carismáticos
No likes yet"
4,★★★★,2026-01-19,"★★★★ Watched by arpi 19 Jan 2026
loved this one! so much fun and great animations
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by belzinhaaa 20 Jan 2026
meu filme de xonforto
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Watched by Miasantsx 19 Jan 2026
total a favor da loveromance entre Raposi o colherinha☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻muitho fofuxinhos casal love love
No likes yet"
4,★★★★,2026-01-19,"★★★★ Rewatched by meganknifty 19 Jan 2026
Shakira singing “try everything” but the movie is about trying only one specific thing
No likes yet"
3,★★★,2026-01-19,"★★★ Watched by mari gomes 19 Jan 2026
adoro esse filme, mas não tenho muito a declarar haha
No likes yet"
5,★★★★★,2016-01-19,"★★★★★
Watched by leaozinhoc 19 Jan 2016
"" raposa esperta "" -"" coelha boba""
No likes yet"
,,2026-01-19,"Watched by Dom 19 Jan 2026
ACAB includes bunnies
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Rewatched by alexisbrooke21 19 Jan 2026
better than i remembered
No likes yet"
4,★★★★,2026-01-19,"★★★★ Rewatched by philosae 19 Jan 2026
my human geography teacher made our class watch this in high school and I didn't remember why, but now it makes so much sense.
No likes yet"
4,★★★★,2026-01-19,"★★★★ Rewatched by ella 19 Jan 2026
woolter and jesse
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Watched by BAFerrara 19 Jan 2026
Judy Hopps… would
No likes yet"
